product_name,price_usd,rating,number_of_reviews,gender_target,cruelty_free,country_of_origin,gender_id,country_id
Perfect Eye Shadow,27.92,2.9,9352,Female,True,France,1,2
Ultra Lipstick,64.38,3.3,7537,Female,False,South Korea,1,6
Super Exfoliator,21.07,3.9,185,Female,True,France,1,2
Super Foundation,107.73,4.7,1865,Female,False,South Korea,1,6
Perfect Concealer,57.2,4.2,8883,Female,True,France,1,2
Perfect Powder,92.79,3.6,722,Unisex,True,Germany,3,3
Magic Foundation,96.88,2.3,8753,Unisex,False,UK,3,7
Ultra Moisturizer,63.45,1.3,710,Female,False,South Korea,1,6
Magic Foundation,118.26,3.9,7408,Female,True,Germany,1,3
Divine Moisturizer,91.29,4.3,3003,Male,True,France,2,2
Ultra Concealer,90.28,2.6,9439,Unisex,False,France,3,2
Magic Moisturizer,138.64,4.4,7380,Male,False,France,2,2
Super Lipstick,104.13,4.5,2005,Unisex,True,Japan,3,5
Super Mascara,77.78,2.8,4086,Male,True,Japan,2,5
Super Face Mask,131.73,4.2,6565,Female,False,Germany,1,3
Super Lip Liner,58.21,4.3,498,Female,True,Germany,1,3
Super Highlighter,78.31,2.7,3607,Female,False,France,1,2
Magic CC Cream,52.0,2.8,7000,Female,False,USA,1,8
Super Foundation,141.18,4.5,2474,Unisex,True,UK,3,7
Super Powder,86.6,1.9,9510,Female,False,France,1,2
Divine Makeup Remover,12.26,1.3,7179,Male,False,Australia,2,1
Super Face Oil,95.09,2.4,1560,Male,False,Germany,2,3
Super Lipstick,138.3,1.2,2824,Male,True,France,2,2
Ultra Foundation,145.51,1.1,8276,Female,True,France,1,2
Ultra Makeup Remover,66.28,4.8,7374,Unisex,False,Italy,3,4
Divine Eyeliner,141.52,1.5,2653,Unisex,False,Germany,3,3
Magic Lip Gloss,74.76,2.8,2931,Male,False,France,2,2
Magic Lip Liner,125.65,2.4,2044,Unisex,True,France,3,2
Divine Face Oil,53.89,1.3,6273,Female,False,UK,1,7
Perfect Primer,121.35,4.5,99,Male,False,Australia,2,1
Magic Face Mask,136.04,4.7,425,Unisex,False,Germany,3,3
Super Contour,149.72,1.5,663,Male,False,Italy,2,4
Perfect Concealer,78.49,2.6,7990,Unisex,True,Australia,3,1
Super Lip Liner,84.51,3.0,619,Unisex,True,South Korea,3,6
Divine Eyeliner,22.68,5.0,9479,Unisex,True,Italy,3,4
Divine Face Oil,49.66,2.5,6858,Female,True,Japan,1,5
Magic CC Cream,149.46,1.8,7899,Unisex,False,UK,3,7
Perfect Eye Shadow,121.99,2.3,4361,Female,False,France,1,2
Perfect Concealer,13.83,3.6,803,Unisex,True,Japan,3,5
Perfect Face Oil,85.26,2.0,8981,Male,False,Italy,2,4
Super Makeup Remover,73.82,2.0,7220,Female,False,UK,1,7
Divine Cleanser,127.65,2.4,7313,Unisex,True,South Korea,3,6
Perfect Blush,80.89,2.5,3882,Unisex,True,USA,3,8
Super Contour,57.1,3.9,560,Female,False,France,1,2
Perfect Powder,50.51,2.7,3726,Male,False,Australia,2,1
Super Highlighter,129.53,1.6,9832,Unisex,True,Italy,3,4
Perfect Contour,73.49,3.0,6989,Female,False,Japan,1,5
Ultra Exfoliator,25.93,1.2,1266,Male,False,Italy,2,4
Magic Primer,78.02,2.5,2121,Unisex,True,UK,3,7
Magic Primer,64.48,3.0,2106,Male,False,South Korea,2,6
Super Cleanser,75.94,2.4,9566,Unisex,False,France,3,2
Perfect Serum,68.54,1.9,7019,Male,False,South Korea,2,6
Ultra Cleanser,24.21,2.9,6649,Male,False,USA,2,8
Magic Highlighter,25.34,1.3,3017,Female,False,Italy,1,4
Divine CC Cream,113.23,3.3,8524,Unisex,True,UK,3,7
Divine Mascara,111.21,2.5,1585,Female,False,France,1,2
Perfect Mascara,46.45,4.0,9054,Male,True,Germany,2,3
Super Makeup Remover,42.13,1.8,3430,Unisex,True,Japan,3,5
Super Moisturizer,46.9,4.0,8724,Male,True,Germany,2,3
Super Face Mask,74.43,4.6,8917,Unisex,False,Italy,3,4
Magic Moisturizer,119.67,2.7,9085,Male,True,USA,2,8
Divine BB Cream,111.39,3.0,545,Female,True,UK,1,7
Perfect Cleanser,68.98,4.6,9858,Unisex,True,France,3,2
Magic Concealer,72.97,2.2,8580,Male,False,Germany,2,3
Magic Mascara,94.66,2.4,1694,Male,True,South Korea,2,6
Perfect CC Cream,93.7,1.2,9453,Female,False,Japan,1,5
Super Highlighter,100.41,3.8,9081,Female,True,South Korea,1,6
Magic Concealer,82.94,1.3,341,Male,True,South Korea,2,6
Divine Contour,118.25,4.6,4937,Male,True,Italy,2,4
Super Blush,41.43,4.8,598,Male,False,Japan,2,5
Super Bronzer,106.29,4.1,4707,Unisex,False,France,3,2
Super Primer,106.67,1.6,7098,Male,False,USA,2,8
Magic Setting Spray,26.05,4.9,4420,Female,False,Australia,1,1
Super Eye Shadow,56.04,4.1,1396,Female,False,Germany,1,3
Divine Foundation,20.29,4.2,9569,Male,True,Italy,2,4
Divine CC Cream,65.05,2.5,3704,Unisex,True,Germany,3,3
Ultra Powder,70.23,2.5,8307,Male,True,Japan,2,5
Super CC Cream,106.88,4.3,5323,Male,True,Italy,2,4
Divine Primer,48.03,3.9,1479,Male,False,Germany,2,3
Super BB Cream,89.68,3.1,2763,Male,True,UK,2,7
Ultra Primer,106.69,2.1,575,Male,False,Italy,2,4
Super Foundation,112.0,2.0,1946,Male,False,UK,2,7
Divine Face Mask,92.34,2.5,950,Female,True,USA,1,8
Super Lip Liner,69.54,4.9,199,Female,False,South Korea,1,6
Perfect Lipstick,117.92,1.8,4298,Male,True,USA,2,8
Super Eyeliner,56.97,3.2,9441,Female,False,France,1,2
Perfect Lipstick,141.51,4.9,5307,Unisex,False,USA,3,8
Ultra Highlighter,83.2,3.6,9394,Male,True,South Korea,2,6
Ultra Face Mask,43.09,4.3,2162,Female,False,Japan,1,5
Magic Face Mask,132.79,1.5,3076,Female,False,Japan,1,5
Ultra Concealer,84.28,1.1,5405,Male,True,USA,2,8
Magic Eyeliner,126.56,1.9,6913,Female,False,Germany,1,3
Super Serum,100.83,3.1,207,Female,True,USA,1,8
Ultra Exfoliator,66.58,2.6,6021,Male,True,Germany,2,3
Super Powder,71.2,3.4,9451,Female,False,France,1,2
Super Primer,89.99,1.0,8759,Unisex,False,UK,3,7
Super Lip Gloss,42.6,1.9,9780,Female,False,France,1,2
Ultra CC Cream,85.96,4.9,5344,Male,True,Italy,2,4
Magic Exfoliator,138.85,4.8,9045,Unisex,False,Germany,3,3
Perfect Serum,61.95,1.5,3683,Female,True,USA,1,8
Magic Lip Liner,137.0,2.8,3585,Unisex,True,Japan,3,5
Divine Foundation,26.21,1.0,7472,Male,True,Germany,2,3
Super Exfoliator,34.89,4.0,9833,Unisex,False,Australia,3,1
Perfect Mascara,15.84,4.9,2059,Female,True,UK,1,7
Ultra Cleanser,23.89,2.2,214,Unisex,False,USA,3,8
Perfect Blush,90.68,4.7,5221,Unisex,False,South Korea,3,6
Super Lipstick,46.84,3.9,3048,Female,False,Germany,1,3
Magic Eye Shadow,31.3,1.9,3602,Male,True,UK,2,7
Perfect Concealer,18.76,1.9,8841,Male,False,Germany,2,3
Super Face Mask,11.83,3.1,2448,Female,True,USA,1,8
Ultra Blush,52.84,1.3,9085,Male,False,USA,2,8
Ultra Highlighter,148.45,4.0,1003,Male,False,Japan,2,5
Magic Blush,15.72,2.9,3386,Female,True,France,1,2
Super Concealer,17.11,4.0,1488,Unisex,True,France,3,2
Ultra Mascara,13.03,1.7,4344,Unisex,False,Australia,3,1
Magic Foundation,45.99,1.3,7592,Female,True,Germany,1,3
Perfect Setting Spray,105.62,1.7,1773,Unisex,True,UK,3,7
Super Powder,44.08,1.7,9551,Female,True,USA,1,8
Super Primer,58.6,3.0,6346,Male,False,Japan,2,5
Ultra BB Cream,94.1,2.4,4635,Unisex,True,Germany,3,3
Ultra Lip Liner,136.19,4.9,5382,Unisex,False,France,3,2
Perfect Mascara,126.95,1.1,5244,Unisex,True,USA,3,8
Magic Lipstick,35.07,4.8,1534,Female,True,Japan,1,5
Super Primer,79.02,2.5,3797,Male,False,USA,2,8
Divine Makeup Remover,104.14,4.0,9808,Unisex,False,France,3,2
Magic Setting Spray,116.03,4.4,9048,Female,True,USA,1,8
Divine Lipstick,137.14,4.7,3909,Male,True,South Korea,2,6
Divine Moisturizer,67.31,4.0,5735,Female,False,Italy,1,4
Divine Mascara,100.25,1.0,9298,Male,True,USA,2,8
Super Exfoliator,46.15,3.6,3463,Unisex,False,Japan,3,5
Magic Contour,147.36,3.8,79,Female,True,UK,1,7
Super Foundation,74.49,1.2,6965,Male,True,Italy,2,4
Ultra Makeup Remover,13.1,3.4,786,Unisex,True,Germany,3,3
Divine Lipstick,16.9,2.7,2158,Unisex,False,Japan,3,5
Super Lip Gloss,90.87,3.4,4386,Female,False,France,1,2
Divine CC Cream,94.44,2.3,4710,Female,True,USA,1,8
Divine Face Oil,65.75,1.6,1201,Male,False,France,2,2
Perfect BB Cream,112.71,4.6,8845,Female,True,Australia,1,1
Magic Bronzer,52.69,3.5,176,Female,True,Japan,1,5
Ultra CC Cream,52.93,2.4,9602,Female,False,UK,1,7
Super Lip Gloss,58.21,2.9,839,Female,True,Australia,1,1
Magic Lip Liner,149.32,3.7,9141,Unisex,True,South Korea,3,6
Ultra BB Cream,132.6,3.8,4968,Female,False,Germany,1,3
Ultra Powder,130.4,4.7,2438,Male,False,Italy,2,4
Perfect Exfoliator,78.89,1.4,5787,Male,False,South Korea,2,6
Perfect Lip Gloss,55.92,4.9,1890,Unisex,True,Germany,3,3
Super Setting Spray,95.39,1.4,7786,Male,False,France,2,2
Divine Primer,117.88,1.8,3312,Female,True,Japan,1,5
Perfect Cleanser,56.24,4.0,3680,Unisex,True,Australia,3,1
Perfect Highlighter,97.3,4.9,1034,Unisex,False,Japan,3,5
Ultra Face Oil,18.34,3.3,3867,Male,False,Australia,2,1
Divine Face Oil,98.71,1.9,122,Female,False,Italy,1,4
Perfect Lipstick,37.68,1.9,4227,Unisex,False,Italy,3,4
Divine Bronzer,80.23,1.1,3813,Unisex,True,Australia,3,1
Ultra BB Cream,105.44,4.2,8609,Unisex,True,Germany,3,3
Magic Contour,114.82,3.4,437,Male,True,UK,2,7
Divine Face Mask,124.68,1.5,3409,Unisex,True,France,3,2
Divine Mascara,71.93,1.8,7232,Female,True,South Korea,1,6
Perfect Contour,139.67,1.5,1975,Unisex,True,France,3,2
Ultra Makeup Remover,105.46,1.4,3923,Unisex,False,UK,3,7
Super Makeup Remover,56.4,4.4,1615,Female,False,USA,1,8
Ultra Concealer,74.17,2.4,6271,Unisex,True,Australia,3,1
Perfect Moisturizer,132.99,3.0,4987,Male,True,USA,2,8
Ultra Eye Shadow,12.01,2.4,6161,Female,False,France,1,2
Super Foundation,55.69,2.5,7610,Female,False,France,1,2
Ultra Primer,72.0,1.1,7209,Male,True,Italy,2,4
Divine Mascara,104.45,1.5,7567,Unisex,False,Australia,3,1
Perfect Makeup Remover,113.16,4.4,5598,Female,True,Japan,1,5
Perfect Lip Liner,64.45,1.4,7546,Unisex,False,Japan,3,5
Perfect Primer,101.37,4.8,6153,Female,True,UK,1,7
Magic Lip Liner,91.5,4.0,6191,Male,False,UK,2,7
Perfect Blush,92.64,1.5,3251,Male,False,South Korea,2,6
Divine Cleanser,78.83,5.0,7681,Female,True,Germany,1,3
Magic Lip Gloss,127.71,2.3,4912,Female,False,South Korea,1,6
Ultra Exfoliator,53.03,4.7,7635,Male,False,South Korea,2,6
Super Lipstick,64.73,3.5,2387,Unisex,False,UK,3,7
Ultra Setting Spray,110.29,2.3,6810,Unisex,False,USA,3,8
Magic Eye Shadow,95.48,4.0,9385,Unisex,True,Italy,3,4
Perfect Lipstick,135.07,1.4,4107,Female,False,France,1,2
Super Setting Spray,76.9,1.1,5011,Female,False,Australia,1,1
Divine Moisturizer,66.89,3.3,7071,Male,True,France,2,2
Ultra Concealer,85.18,1.8,1718,Unisex,True,France,3,2
Perfect Serum,33.57,1.6,3607,Male,False,Italy,2,4
Magic Face Oil,102.32,1.8,6324,Male,True,France,2,2
Perfect Eyeliner,141.1,4.4,5174,Female,False,Germany,1,3
Perfect CC Cream,75.89,4.6,4800,Female,True,France,1,2
Ultra Moisturizer,111.34,2.5,1030,Unisex,False,UK,3,7
Divine Concealer,62.02,3.1,6226,Unisex,False,USA,3,8
Perfect Face Oil,142.66,1.1,6518,Female,True,South Korea,1,6
Magic Face Oil,104.98,1.9,8177,Female,True,UK,1,7
Divine Exfoliator,95.49,1.3,4135,Female,True,France,1,2
Magic Eyeliner,114.2,4.6,4579,Unisex,False,South Korea,3,6
Ultra Bronzer,62.82,3.7,7248,Unisex,False,South Korea,3,6
Divine Makeup Remover,125.06,1.7,5419,Female,False,Italy,1,4
Super Bronzer,61.77,2.2,8327,Unisex,True,UK,3,7
Magic BB Cream,15.15,2.3,3862,Unisex,False,Japan,3,5
Divine BB Cream,103.68,1.6,1049,Female,True,UK,1,7
Magic Face Oil,21.6,3.7,5484,Unisex,False,South Korea,3,6
Perfect Highlighter,140.2,4.0,1238,Unisex,False,USA,3,8
Super Face Mask,128.2,1.9,2902,Unisex,False,Japan,3,5
Super Eyeliner,114.9,4.6,5655,Male,True,Japan,2,5
Perfect Face Oil,47.87,4.5,4792,Male,True,USA,2,8
Super Exfoliator,25.89,2.7,6870,Female,True,France,1,2
Perfect Mascara,111.31,2.0,1383,Male,True,UK,2,7
Super Lip Liner,129.15,1.5,2297,Male,True,Germany,2,3
Super Powder,73.2,2.5,2356,Male,False,Australia,2,1
Ultra Eyeliner,88.04,3.1,5516,Male,False,France,2,2
Super Bronzer,18.53,4.8,9147,Female,False,Italy,1,4
Ultra BB Cream,96.18,3.0,494,Unisex,True,Australia,3,1
Divine Moisturizer,122.76,3.1,3053,Female,True,Germany,1,3
Ultra Setting Spray,47.5,2.1,8825,Female,True,Germany,1,3
Perfect Face Oil,145.82,1.6,239,Unisex,True,Italy,3,4
Ultra Cleanser,80.02,3.1,9208,Unisex,False,South Korea,3,6
Divine Exfoliator,99.14,3.7,5485,Female,False,USA,1,8
Super Setting Spray,83.85,2.6,8032,Female,True,UK,1,7
Perfect Serum,23.66,1.3,698,Male,True,Japan,2,5
Perfect Contour,35.03,2.6,8568,Male,False,Germany,2,3
Super Moisturizer,145.43,4.1,3835,Male,True,USA,2,8
Super Foundation,138.81,3.7,9132,Male,False,USA,2,8
Magic Bronzer,84.8,2.1,8540,Unisex,True,UK,3,7
Perfect Exfoliator,121.76,5.0,4782,Female,True,Germany,1,3
Ultra Contour,57.67,4.3,1070,Male,False,UK,2,7
Super Concealer,103.55,3.7,5116,Female,False,Germany,1,3
Divine Foundation,20.44,3.5,6224,Unisex,False,France,3,2
Divine Lip Gloss,58.77,3.7,1634,Unisex,False,Germany,3,3
Perfect Serum,83.24,2.1,2934,Unisex,True,UK,3,7
Perfect Contour,143.59,4.2,4783,Female,False,Germany,1,3
Ultra Eye Shadow,144.25,4.6,5926,Male,True,France,2,2
Perfect Face Oil,60.74,4.1,213,Female,False,France,1,2
Magic Eye Shadow,22.1,2.5,7477,Female,True,USA,1,8
Magic Contour,30.94,1.2,7692,Unisex,False,Germany,3,3
Perfect Lipstick,62.64,2.8,2173,Male,True,Japan,2,5
Super CC Cream,120.9,4.0,6190,Unisex,True,Germany,3,3
Super Blush,128.44,3.1,9511,Female,False,Japan,1,5
Ultra Foundation,30.53,2.5,8234,Female,False,UK,1,7
Magic Concealer,127.02,2.4,9961,Male,True,Japan,2,5
Magic Eyeliner,121.88,1.5,4978,Male,True,UK,2,7
Magic Makeup Remover,103.18,1.5,9883,Male,True,South Korea,2,6
Perfect Concealer,58.98,1.4,7354,Unisex,True,USA,3,8
Super Face Mask,129.44,3.4,7914,Unisex,False,UK,3,7
Divine Cleanser,37.08,4.1,6039,Unisex,False,UK,3,7
Ultra Setting Spray,72.68,4.0,8182,Unisex,True,USA,3,8
Divine Exfoliator,115.16,4.1,1789,Unisex,True,Australia,3,1
Perfect Powder,127.01,4.3,1499,Male,True,UK,2,7
Perfect Highlighter,128.24,1.6,2121,Female,True,France,1,2
Ultra Mascara,104.96,4.6,5736,Unisex,True,France,3,2
Super Face Oil,126.63,4.9,65,Female,True,South Korea,1,6
Magic Face Mask,34.14,4.8,7631,Male,True,Australia,2,1
Ultra Contour,14.22,2.7,2534,Female,True,Australia,1,1
Magic Primer,102.18,4.5,5522,Unisex,True,France,3,2
Perfect Eye Shadow,145.3,4.3,8041,Female,False,UK,1,7
Magic Moisturizer,79.42,2.0,4221,Male,True,France,2,2
Super Lipstick,92.45,2.5,4163,Female,True,UK,1,7
Perfect Face Oil,17.08,2.3,4465,Female,False,UK,1,7
Divine Setting Spray,26.81,1.8,5358,Unisex,False,USA,3,8
Magic Makeup Remover,12.43,3.2,9177,Male,False,Japan,2,5
Ultra Contour,60.05,4.8,6648,Female,False,South Korea,1,6
Magic Lip Liner,74.62,4.3,6837,Male,True,UK,2,7
Perfect Lip Liner,112.54,1.4,6054,Female,False,Australia,1,1
Divine Eyeliner,82.19,1.7,8550,Female,True,Italy,1,4
Divine Lip Gloss,146.92,1.6,8530,Male,False,Italy,2,4
Ultra Powder,16.72,3.1,5130,Male,True,Germany,2,3
Super Eyeliner,72.67,3.3,2303,Male,False,UK,2,7
Divine Serum,140.47,2.3,2071,Female,True,Australia,1,1
Ultra Eyeliner,37.27,3.5,5780,Female,True,Italy,1,4
Ultra Face Oil,87.14,3.1,3581,Female,True,UK,1,7
Magic Lipstick,88.39,3.4,7738,Unisex,False,Italy,3,4
Magic Eyeliner,31.99,2.0,2651,Female,True,South Korea,1,6
Perfect Eyeliner,62.07,4.2,2078,Unisex,True,UK,3,7
Magic Serum,106.48,5.0,8626,Unisex,True,UK,3,7
Magic Blush,32.72,4.4,312,Female,False,UK,1,7
Divine Eye Shadow,11.83,2.8,2795,Male,False,Japan,2,5
Ultra Concealer,80.63,4.1,2733,Unisex,True,Germany,3,3
Ultra Mascara,30.7,2.4,5522,Female,True,Japan,1,5
Divine Highlighter,134.99,2.9,770,Male,False,South Korea,2,6
Super Highlighter,58.47,4.5,7320,Male,False,USA,2,8
Ultra Foundation,72.95,1.9,7666,Male,False,Australia,2,1
Magic Contour,33.73,3.2,7232,Female,False,Japan,1,5
Ultra CC Cream,66.14,3.1,8292,Unisex,True,Australia,3,1
Ultra Eyeliner,45.15,4.6,427,Unisex,True,Australia,3,1
Perfect Foundation,142.7,3.5,7353,Female,False,USA,1,8
Super Makeup Remover,137.8,3.3,9070,Female,True,UK,1,7
Divine Powder,109.51,3.3,7777,Male,True,USA,2,8
Magic Face Mask,59.71,3.4,6325,Male,False,USA,2,8
Ultra Face Mask,99.83,3.7,1947,Unisex,True,USA,3,8
Perfect Primer,61.3,1.3,4926,Female,True,Germany,1,3
Ultra Setting Spray,117.18,3.8,1140,Female,True,UK,1,7
Divine Foundation,89.19,5.0,2666,Male,True,France,2,2
Magic Eyeliner,134.59,3.3,9461,Unisex,False,Germany,3,3
Divine Bronzer,45.04,2.2,2598,Female,True,UK,1,7
Super Primer,51.89,4.9,8857,Female,True,USA,1,8
Magic Lip Liner,140.35,3.1,9445,Female,False,USA,1,8
Ultra Eye Shadow,119.27,1.0,8049,Unisex,True,Germany,3,3
Divine Makeup Remover,121.81,3.5,4578,Male,True,South Korea,2,6
Super Eye Shadow,75.38,3.0,5995,Male,False,USA,2,8
Perfect Concealer,37.85,1.3,7659,Female,False,UK,1,7
Perfect Lip Liner,108.8,2.4,2645,Male,True,Germany,2,3
Magic Concealer,122.3,4.3,2643,Unisex,True,Italy,3,4
Magic Face Oil,64.91,3.7,4239,Male,False,France,2,2
Ultra Primer,46.79,1.5,6611,Female,False,UK,1,7
Super Contour,87.51,3.8,6616,Male,False,Australia,2,1
Magic Foundation,109.48,1.9,3982,Unisex,True,France,3,2
Divine Exfoliator,14.74,1.5,3799,Unisex,True,South Korea,3,6
Perfect CC Cream,142.04,2.2,9067,Male,False,Australia,2,1
Super Exfoliator,89.2,1.4,3035,Female,True,South Korea,1,6
Magic Eye Shadow,50.04,1.8,238,Female,True,South Korea,1,6
Perfect Face Oil,56.69,4.3,3358,Male,True,France,2,2
Magic Serum,132.56,3.8,3091,Unisex,True,South Korea,3,6
Perfect Primer,46.71,3.5,8522,Female,True,UK,1,7
Magic Powder,119.86,4.6,6863,Female,False,UK,1,7
Ultra Eyeliner,40.26,4.6,7727,Male,False,Japan,2,5
Ultra Blush,141.21,1.0,6619,Male,True,Japan,2,5
Magic Highlighter,100.8,4.4,573,Unisex,True,France,3,2
Magic Lip Gloss,62.94,5.0,9181,Female,False,Italy,1,4
Super Bronzer,18.16,4.6,7541,Male,True,USA,2,8
Perfect Face Mask,126.05,1.1,2771,Female,False,UK,1,7
Divine Blush,124.77,2.1,2591,Female,False,South Korea,1,6
Perfect Blush,83.84,3.7,7599,Female,True,France,1,2
Divine Blush,63.95,4.8,3771,Unisex,True,France,3,2
Ultra Bronzer,28.29,3.3,3869,Male,False,USA,2,8
Magic Mascara,12.79,4.4,5212,Female,True,Japan,1,5
Super Makeup Remover,140.04,4.6,5335,Unisex,True,Japan,3,5
Super Cleanser,116.04,2.0,4135,Male,True,UK,2,7
Ultra Highlighter,47.41,2.1,381,Male,True,USA,2,8
Super Face Mask,144.39,1.5,7875,Unisex,True,UK,3,7
Ultra Eye Shadow,72.92,2.4,3659,Female,False,France,1,2
Ultra Face Oil,13.82,4.3,7558,Unisex,False,Japan,3,5
Super Lip Gloss,45.43,3.1,5623,Male,False,Germany,2,3
Magic Bronzer,148.15,3.9,4751,Unisex,False,France,3,2
Super Powder,64.32,2.5,3427,Unisex,True,Italy,3,4
Divine Eye Shadow,62.88,1.1,1119,Unisex,True,UK,3,7
Magic CC Cream,147.24,2.0,261,Female,True,UK,1,7
Perfect Foundation,29.48,3.7,1057,Unisex,True,Japan,3,5
Perfect Contour,25.06,4.6,6921,Unisex,False,UK,3,7
Ultra Moisturizer,97.71,4.6,1661,Male,False,USA,2,8
Super Eye Shadow,71.67,1.1,1008,Unisex,False,Germany,3,3
Ultra Face Oil,87.65,4.2,8958,Unisex,False,Germany,3,3
Divine Eyeliner,46.53,2.0,2664,Male,True,Japan,2,5
Super Eyeliner,54.29,1.1,4483,Female,False,UK,1,7
Ultra Face Mask,20.05,4.2,8048,Male,False,France,2,2
Super Highlighter,65.78,3.6,6061,Unisex,False,Italy,3,4
Magic Concealer,30.29,1.7,8531,Female,True,Italy,1,4
Ultra Highlighter,107.4,2.6,8758,Male,True,Japan,2,5
Magic BB Cream,102.96,3.1,9648,Unisex,True,USA,3,8
Ultra Mascara,112.94,3.7,7341,Male,False,South Korea,2,6
Super Lip Liner,104.02,2.6,5917,Male,False,France,2,2
Magic Bronzer,73.89,2.2,4468,Male,False,France,2,2
Magic Contour,109.28,2.0,7421,Male,True,USA,2,8
Perfect Primer,18.33,4.7,1996,Male,False,USA,2,8
Magic Highlighter,34.93,1.4,1411,Male,True,UK,2,7
Super Face Mask,141.69,2.2,7027,Female,False,Japan,1,5
Super Lip Liner,91.12,3.6,4759,Male,True,France,2,2
Divine Lip Gloss,51.45,1.7,4959,Unisex,False,Australia,3,1
Ultra Powder,36.56,3.9,5489,Unisex,True,France,3,2
Ultra Lip Gloss,103.48,2.8,9090,Unisex,True,France,3,2
Ultra Primer,135.88,3.0,493,Male,True,South Korea,2,6
Super Setting Spray,114.65,1.0,6095,Male,False,Australia,2,1
Magic Face Mask,82.38,2.5,274,Male,False,Germany,2,3
Magic Eyeliner,67.75,2.9,6724,Female,True,Australia,1,1
Magic Eyeliner,41.62,4.3,3091,Male,False,USA,2,8
Divine Eye Shadow,82.74,4.9,5755,Male,True,Japan,2,5
Super Setting Spray,52.88,1.7,9275,Unisex,True,UK,3,7
Divine Face Oil,102.11,4.7,1383,Female,True,Italy,1,4
Divine Lipstick,122.75,2.9,5130,Unisex,False,South Korea,3,6
Divine Moisturizer,118.7,4.6,1241,Male,True,Germany,2,3
Magic Highlighter,147.65,3.6,2648,Unisex,False,USA,3,8
Divine Foundation,58.5,2.8,9261,Unisex,False,Germany,3,3
Super Primer,127.98,2.4,9995,Male,True,UK,2,7
Ultra Highlighter,116.55,4.3,6592,Male,False,UK,2,7
Perfect Face Mask,28.65,1.1,8039,Unisex,False,UK,3,7
Ultra Face Oil,33.03,1.7,1932,Female,False,Germany,1,3
Divine Face Mask,112.17,3.6,2215,Male,True,Germany,2,3
Ultra Powder,114.76,2.5,7569,Unisex,True,UK,3,7
Divine Eye Shadow,117.68,2.1,2612,Female,False,UK,1,7
Ultra Moisturizer,52.18,3.1,2403,Male,False,UK,2,7
Perfect Lip Liner,131.67,3.5,5520,Female,False,USA,1,8
Magic Exfoliator,82.96,2.1,3539,Male,False,Germany,2,3
Divine Moisturizer,82.43,2.6,9768,Male,True,USA,2,8
Perfect Bronzer,46.07,2.6,7009,Male,True,Australia,2,1
Magic BB Cream,11.05,3.4,5920,Male,False,Japan,2,5
Perfect CC Cream,11.07,4.1,9255,Female,True,France,1,2
Super Cleanser,80.74,2.5,1324,Male,True,France,2,2
Super Setting Spray,32.36,2.8,8940,Male,True,Italy,2,4
Ultra Primer,122.03,4.8,7832,Male,True,Japan,2,5
Divine Mascara,99.84,3.4,2972,Male,True,UK,2,7
Perfect Makeup Remover,89.83,4.9,111,Male,False,France,2,2
Magic Contour,54.12,3.1,7650,Unisex,False,South Korea,3,6
Perfect Contour,145.64,1.4,9211,Unisex,False,Japan,3,5
Divine Eyeliner,56.38,2.8,2260,Male,False,USA,2,8
Perfect Setting Spray,75.64,1.5,7065,Female,True,Japan,1,5
Super Face Oil,51.97,2.3,7332,Unisex,True,Germany,3,3
Ultra CC Cream,27.33,1.6,7099,Male,True,France,2,2
Magic CC Cream,57.65,2.7,6715,Female,False,UK,1,7
Magic Mascara,72.37,2.0,7434,Male,True,South Korea,2,6
Super Makeup Remover,91.64,2.7,4554,Unisex,False,Italy,3,4
Super Mascara,92.85,1.6,256,Unisex,False,USA,3,8
Super Lip Liner,15.67,3.3,6962,Female,False,South Korea,1,6
Ultra Contour,36.33,3.4,8683,Female,True,Australia,1,1
Divine Blush,52.54,1.6,7970,Unisex,False,Germany,3,3
Super CC Cream,24.36,2.9,4853,Male,False,Australia,2,1
Perfect Setting Spray,34.73,1.8,1837,Female,False,Italy,1,4
Super Serum,107.71,1.5,9673,Male,True,Japan,2,5
Ultra Contour,60.8,4.9,8024,Male,False,Australia,2,1
Magic BB Cream,146.39,3.3,1427,Female,False,Italy,1,4
Perfect Serum,65.32,4.2,6564,Female,False,Italy,1,4
Super Eyeliner,82.34,4.3,2555,Unisex,True,Germany,3,3
Super Blush,40.6,1.5,6371,Male,False,USA,2,8
Super Lip Liner,142.93,4.4,2002,Female,False,Italy,1,4
Super Exfoliator,18.5,1.1,4639,Unisex,False,Japan,3,5
Divine CC Cream,65.02,3.4,1548,Unisex,False,Italy,3,4
Magic Lipstick,66.82,4.0,4745,Male,False,USA,2,8
Divine Setting Spray,139.36,3.8,4580,Male,False,Italy,2,4
Perfect Primer,123.03,4.1,7644,Unisex,False,Australia,3,1
Divine BB Cream,95.03,2.6,3011,Unisex,False,USA,3,8
Super Eyeliner,78.15,1.7,4522,Male,True,UK,2,7
Super Exfoliator,67.99,2.6,2334,Male,False,Germany,2,3
Magic Blush,61.55,1.8,4879,Female,False,USA,1,8
Super Eye Shadow,101.54,3.9,3767,Unisex,False,Australia,3,1
Super Face Mask,113.29,1.3,9933,Male,True,Italy,2,4
Magic Face Mask,112.33,3.2,5294,Male,False,USA,2,8
Super Face Mask,75.11,2.4,8959,Female,False,South Korea,1,6
