product_id,product_name,price_usd,rating,reviews,category_id
P447156,Rose Gold Blush Bouquet Dual Blush Palette Mini,19.0,4.17,54,4
P463464,Blush  Bloom Cheek  Lip Duo,32.0,4.23,30,4
P481715,Essential Lip Enhancer,17.0,4.4,20,4
P451644,Essential Lip Care Duo,25.0,4.12,33,4
P472817,Blush  Bloom Cheek  Lip Duo French Riviera,32.0,4.77,13,4
P502307,Mini Blush  Bloom Cheek and Lip Tint Set,34.0,3.5,4,6
P480311,Mini Hydrate  Repair Moisture Face Mist with Blue Light Protection,20.0,2.67,3,4
P480310,Hydrate  Repair Moisture Face Mist with Blue Light Protection,35.0,3.33,12,4
P219412,Viva La Juicy,86.0,4.65,1625,2
P377519,Viva La Juicy Rollerball,27.0,4.6,84,2
P387939,Viva La Juicy Gold Couture,86.0,4.57,162,2
P381110,Viva La Juicy Noir,106.0,4.58,130,2
P395313,Not A Perfume,140.0,3.98,2005,2
P408989,Not A Perfume Travel Spray,30.0,3.98,2005,2
P445401,Vanilla Vibes,140.0,4.1,436,2
P470219,PEAR INC,140.0,4.09,399,2
P501813,Mini Bestselling Not A Perfume Set,30.0,3.96,27,2
P445402,Vanilla Vibes Travel Spray,30.0,4.17,160,2
P500034,Not a Perfume Sampler Set,28.0,3.31,32,2
P470220,PEAR INC Travel Spray,30.0,4.09,399,2
P412535,MMMM…,140.0,4.21,315,2
P412676,MMMM… Travel Spray,30.0,4.43,127,2
P431232,Moscow Mule,140.0,3.52,158,2
P482682,Magnolia Bliss Eau de Parfum,140.0,4.28,226,2
P395315,Universal Purse Spray,35.0,3.92,72,2
P395311,Lady Vengeance,140.0,4.31,90,2
P502369,Essential Wardrobe Eau de Parfum Set,50.0,4.0,3,2
P458630,Not A Perfume Superdose Travel Spray,32.0,3.02,125,2
P408988,Lady Vengeance Travel Spray,30.0,4.44,39,2
P458629,Not A Perfume Superdose,155.0,3.2,172,2
P482683,Magnolia Bliss Eau de Parfum Travel Spray,30.0,4.26,39,2
P423770,Sunny Side Up Travel Spray,30.0,4.19,72,2
P423771,Sunny Side Up,140.0,3.99,108,2
P405279,Another Oud,150.0,4.47,38,2
P469132,Musc Invisible,140.0,4.06,35,2
P461945,Lipstick Fever Eau de Parfum,140.0,3.78,49,2
P454540,Not A Hair  Body Mist,58.0,3.43,21,2
P395309,Mad Madame,145.0,4.14,35,2
P454539,Not A Hand Cream,24.0,4.06,34,1
P461946,Mini Lipstick Fever Eau de Parfum Travel Spray,30.0,3.83,23,2
P469133,Musc Invisible Travel Spray,30.0,4.06,35,2
P476865,Lili Fantasy Eau de Parfum,140.0,3.78,9,2
P476866,Lili Fantasy Eau de Parfum Travel Spray,30.0,2.4,10,2
P431233,Moscow Mule Travel Spray,30.0,3.8,10,2
P476441,Complete PreWash Scalp HairStrengthening TreatmentOil,29.0,4.27,650,3
P479464,Complete Nourishing Hair Oil Shine Drops,24.0,4.45,959,3
P476438,Complete Hydrating Air Dry Hair Cream,26.0,4.28,1090,3
P501186,Complete Blowout Styling Milk,29.0,4.63,913,3
P476440,Complete Instant Recovery Heat Protectant LeaveIn Serum,29.0,4.47,493,3
P503813,Embody Volumizing Hair  Foam,29.0,3.64,122,3
P500628,Complete LeaveIn Conditioning Mist,21.0,4.33,230,3
P500882,Mini Complete Hydrating Air Dry Hair Cream,12.0,3.35,46,3
P476453,Embody Daily Volumizing Shampoo,21.0,3.8,143,3
P479969,Complete Hydration Hair Set,24.0,3.28,92,3
P476531,Nurture Hydrating Shampoo,21.0,3.57,189,3
P476530,Nurture Hydrating Conditioner,21.0,3.97,116,3
P476529,Nurture Deep Moisture Mask,24.0,3.74,90,3
P500846,Mini Complete LeaveIn Conditioning Mist,12.0,4.33,230,3
P476452,Embody Daily Volumizing Conditioner,21.0,3.71,79,3
P476577,Undamage Strengthening Shampoo,21.0,3.92,97,3
P476576,Undamage Strengthening Conditioner,21.0,4.03,76,3
P479847,Mini LeaveIn Molecular Repair Hair Mask,29.0,4.29,3105,3
P479846,LeaveIn Molecular Repair Hair Mask,75.0,4.29,3105,3
P501449,PEPTIDE PREP Clarifying Detox Shampoo,38.0,4.79,603,3
P501500,PEPTIDE PREP pH Maintenance Shampoo,36.0,4.76,286,3
P504132,Mini PEPTIDE PREP Clarifying Detox Shampoo,14.0,4.88,8,6
P436148,Eye Bento Bouncy Eyeshadow Trio,26.0,4.53,1745,4
P439943,Heart Melter Lip Gloss Stick,19.0,4.25,293,4
P436152,Cheeky Stamp Blendable Blush,27.0,4.26,1384,4
P443514,Moon Crystal Sparkling Eye Pigment,19.0,4.38,862,4
P471556,"Face Bento Cream Bronzer, Powder Blush  Highlighter Sculpting Trio",28.0,4.74,472,4
P481098,LOVE SWIPE Lightweight Cushiony Lip Mousse,21.0,4.53,213,4
P449090,Wink Stamp Original Waterproof Wing Eyeliner Stamp  Pen,29.0,4.33,2108,4
P436155,Mochi Glow Bouncy Highlighter,21.0,4.06,576,4
P468163,Gloss Shot Hydrating Lip Gloss,19.0,4.63,176,4
P436156,Mochi Pop Bouncy Blush,21.0,4.16,107,4
P504365,Jelly Charm Glazed Lip Stain  Blush With Keychain,25.0,4.33,305,4
P482684,Whipped Dream MultiEye  Cheek Color,21.0,4.72,194,4
P436154,Dont Settle Concealer,19.0,4.34,304,4
P463306,Joystick Brightening Undereye Setting Powder,20.0,3.18,45,4
P476697,Wink Lash Trio Mascara,30.0,4.38,389,4
P436151,Cat Nap Under Eye Brightener,21.0,3.97,129,4
P468164,Lip Bento Balm  Scrub,19.0,4.14,80,4
P472166,Love Beat Makeup Sponge,14.0,3.11,18,4
P501443,Wink Stamp Long Waterproof Wing Eyeliner Stamp  Pen,29.0,4.54,130,4
P462371,Mist Me Hydrating Face Mist,17.0,4.0,49,4
P504277,Face Stone Nourishing Solid Refillable Facial Oil with Tamanu  Blue Tansy,68.0,4.66,134,7
P500479,Mini Sex Stone Solid Body Moisturizer,12.0,4.79,99,1
P484051,Daily Stone Solid Body Moisturizer,45.0,4.67,206,1
P484052,Mini Daily Stone Solid Body Moisturizer,12.0,4.67,206,1
P500467,Mini Sleep Stone Solid Body Moisturizer,12.0,4.78,92,6
P500486,Sex Stone Solid Body Moisturizer,45.0,4.79,99,1
P500498,Sleep Stone Solid Body Moisturizer,45.0,4.78,92,1
P500483,Mini Grounding Stone Solid Body Moisturizer,12.0,4.77,78,6
P503553,Forest Stone Solid Refillable Body Moisturizer,45.0,5.0,1,1
P500468,Grounding Stone Solid Body Moisturizer,45.0,4.77,78,1
P503576,The Travel Case,22.0,5.0,1,8
P503917,Mini Forest Stone Solid Body Moisturizer,12.0,4.33,3,1
P232903,EradiKate Acne Treatment,28.0,4.22,3152,7
P232915,ExfoliKate Intensive Pore Exfoliating Treatment,98.0,4.44,2990,7
P425877,Mini ExfoliKate Intensive Pore Exfoliating Treatment,28.0,4.4,413,6
P421276,ExfoliKate Glow Moisturizer,76.0,4.51,1041,7
P404322,ExfoliKate Cleanser Daily Foaming Wash,44.0,4.45,948,7
P232906,Oil Free Moisturizer,76.0,4.15,705,7
P415667,EradiKate Daily Cleanser Acne Treatment,44.0,4.24,623,7
P232910,Goat Milk Moisturizing Cream,76.0,4.04,623,7
P232907,Anti Bac Acne Clearing Lotion,56.0,4.46,611,7
P306941,DermalQuench Hyaluronic Acid Hydration Treatment,110.0,4.18,603,7
P377368,DScar Scar Diminishing Serum,56.0,4.05,414,7
P425882,Mini ExfoliKate� Cleanser Daily Foaming Wash,22.0,4.34,155,6
P442867,Kx Active Concentrates BioMimicking Peptides Serum,98.0,4.43,384,7
P415202,Wrinkle Warrior 2in1 Plumping Moisturizer  Serum,98.0,3.71,359,7
P457695,DeliKate Recovery Cream,76.0,4.5,350,7
P439927,Liquid ExfoliKate Triple Acid Resurfacing Treatment,72.0,4.37,282,7
P232902,Gentle Daily Wash,44.0,4.19,220,7
P448932,Retinol Vitamin C Moisturizer,110.0,4.29,177,7
P440305,Goat Milk Moisturizing Cleanser,44.0,4.56,174,7
P457697,DeliKate Recovery Serum,98.0,4.64,156,7
P457696,DeliKate Soothing Cleanser,44.0,4.19,144,7
P411881,Retinol Firming Eye Cream,98.0,3.45,130,7
P470535,"KateCeuticals Resurfacing Overnight Peel with Glycolic Acid, Retinol  Niacinamide",98.0,4.74,122,7
P436365,Retinol Vita C Power Serum,110.0,3.5,121,7
P412117,Dry Skin Saver,56.0,4.3,113,7
P433468,EradiKate Salicylic Acid Acne Treatment,68.0,4.11,105,7
P469111,KateCeuticals Lifting Eye Cream,140.0,4.64,96,7
P471045,Daily Deflector Mineral Sunscreen SPF 40  PA,54.0,4.41,94,7
P469112,KateCeuticals Total Repair Cream,140.0,4.71,91,7
P421271,Wrinkle Warrior Eye Gel Visible Dark Circle Eraser,76.0,3.07,90,7
P502200,HydraKate Recharging Serum with Hyaluronic Acid,78.0,4.76,89,7
P479701,EradiKate Acne Mark Fading Gel with Salicylic Acid,68.0,4.7,87,7
P382356,Age Arrest AntiWrinkle Cream,98.0,4.03,86,7
P502197,HydraKate Recharging Water Cream Moisturizer,76.0,4.83,86,7
P469110,KateCeuticals Firming Serum with Hyaluronic Acid,110.0,4.88,81,7
P479703,EradiKate Clarifying Acne Gel Cleanser with Salicylic Acid,44.0,4.67,79,7
P467028,Glow In A Wink ExfoliKate Bestsellers Set,72.0,4.91,75,7
P404232,DermalQuench Retinol Advanced Resurfacing Treatment,110.0,4.05,74,7
P232920,Line Release Under Eye Repair Cream,140.0,3.91,70,7
P481355,ExfoliKate  Resurfacing Body Scrub,56.0,4.67,125,1
P383308,Age Arrest Eye Cream,98.0,3.75,51,7
P460511,Mini Liquid ExfoliKate Triple Acid Resurfacing Treatment,24.0,4.12,17,7
P500124,EradiKate TryMeKit,49.0,4.0,4,7
P502195,DelIKate Try Me Kit,49.0,5.0,3,7
P502186,Retinol Try Me Kit,59.0,3.0,2,7
P500155,ExfoliKate All Over Glow Kit,115.0,5.0,1,7
P439406,VANILLA  28,125.0,3.87,964,2
P468450,VANILLA  28 Travel Spray,25.0,3.87,964,2
P503601,Discovery Sampler Set,25.0,3.61,61,2
P501018,LOVEFEST BURNING CHERRY  48,125.0,3.87,424,2
P479717,EDEN JUICY APPLE  01,125.0,3.85,539,2
P479718,EDEN JUICY APPLE   01 Travel Spray,25.0,3.85,539,2
P473710,UTOPIA VANILLA COCO  21,100.0,3.6,138,2
P500987,Lovefest Burning Cherry  48 Travel Spray,25.0,3.87,424,2
P474954,UTOPIA VANILLA COCO  21 Travel Spray,25.0,3.58,64,2
P474055,INVITE ONLY AMBER  23,138.0,3.48,181,2
P502074,Vanilla Royale Sugared Patchouli  64 Eau de Parfum Intense,100.0,3.82,115,2
P468826,SWEET DIAMOND PINK PEPPER   25,100.0,3.93,134,2
P502088,Vanilla Royale Sugared Patchouli  64 Eau de Parfum Intense Travel Spray,25.0,3.55,66,2
P474056,INVITE ONLY AMBER  23  Travel Spray,27.0,2.87,60,2
P455258,DÉJÀ VU WHITE FLOWER  57,125.0,4.14,148,2
P439404,ELIXIR  11,125.0,3.75,279,2
P472036,SWEET DIAMOND PINK PEPPER   25 Travel Spray,27.0,3.93,134,2
P439405,MUSK  12,25.0,3.81,226,2
P468446,DÉJÀ VU WHITE FLOWER  57 Travel Spray,27.0,4.14,148,2
P468448,MUSK  12 Travel Spray,25.0,3.81,226,2
P463451,VANILLA  28  MUSK  12 Doublesided Travel Rollerball,27.0,4.23,61,2
P501260,Vanilla Juicy Apple Set,85.0,3.71,24,2
P503670,Travel Spray Trio Set,55.0,4.43,14,2
P478278,SWEET DIAMOND  25  UTOPIA VANILLA COCO  21 Double Rollerball,27.0,3.8,20,2
P462863,DÉJÀ VU WHITE FLOWER Hair Mist,43.0,4.31,51,2
P439403,CITRUS  08,125.0,4.03,158,2
P505421,YUM PISTACHIO GELATO  33 EDP INTENSE,138.0,4.16,160,2
P476689,INVITE ONLY AMBER  23  DÉJÀ VU WHITE FLOWER  57 Double Rollerball,27.0,4.17,18,2
P434411,Elixir Ultime Hydrating Hair Oil Serum,54.0,4.44,914,3
P446354,Mini Elixir Ultime Hydrating Hair Oil Serum,26.0,4.44,914,3
P446338,Nutritive 8H Magic Night Serum Hydrating Treatment,59.0,4.34,773,3
P434402,Nutritive Heat Protecting LeaveIn Treatment For Dry Hair,45.0,4.7,323,3
P434431,Resistance Heat Protecting Leave In Treatment for Damaged Hair,45.0,4.58,363,3
P434428,Resistance Strengthening Shampoo for Damaged Hair,38.0,3.99,161,3
P434423,Initialiste Strengthening  Volumizing Advanced Scalp  Hair Serum,58.0,3.8,120,3
P441845,Blond Absolu AntiBrass Purple Shampoo,40.0,4.35,377,3
P434440,Densifique Thickening Shampoo for Thinning Hair,40.0,3.99,216,3
P461173,Blond Absolu Overnight Recovery Treatment for Lightened Hair,59.0,4.33,417,3
P479848,Chroma Absolu High Shine Gloss Treatment for ColorTreated Hair,55.0,4.41,231,3
P434429,Resistance Strengthening Conditioner for Damaged Hair,42.0,4.17,143,3
P434435,Resistance Hair Serum for Extremely Damaged Hair,45.0,4.28,127,3
P441847,Blond Absolu Strengthening Conditioner,46.0,4.54,166,3
P441848,Blond Absolu Heat Protecting LeaveIn Treatment for Blonde Hair,45.0,4.61,173,3
P447573,Mini Resistance Heat Protecting Leave In Treatment for Damaged Hair,24.0,4.0,16,3
P434406,Nutritive Mask for Severely Dry Hair,63.0,4.49,103,3
P434436,Resistance Strengthening Shampoo for Damaged Lengths and Split Ends,40.0,3.6,81,3
P434413,Discipline SulfateFree Smoothing Shampoo for Frizzy Hair,40.0,4.06,118,3
P441844,Blond Absolu AntiBrass Purple Hair Mask,68.0,4.11,132,3
P434417,Discipline AntiFrizz Smoothing Spray,45.0,4.1,79,3
P434418,Discipline Heat Protecting LeaveIn Treatment For Frizzy Hair,45.0,4.45,184,3
P454999,Genesis Strengthening Serum for Hair and Scalp,58.0,3.9,133,3
P441846,Blond Absolu Hydrating Illuminating Shampoo,40.0,4.16,164,3
P434430,Resistance Strengthening Hair Mask for Damaged Hair,63.0,4.09,101,3
P434439,Resistance Strengthening Scalp  Hair Serum for Damaged Hair,58.0,4.0,32,3
P449767,Energizing Scrub: Purifying Scrub for Oily Scalp,56.0,4.53,122,3
P466882,Chronologiste Heat Protecting LeaveIn Treatment for Dull and Brittle Hair,54.0,4.58,179,3
P468828,Blond Absolu Strengthening Hair Mask for Very Damaged Blonde Hair,68.0,4.66,190,3
P468829,Blond Absolu Strengthening Hair Oil for Very Damaged Blonde Hair,54.0,4.62,328,3
P454998,Genesis Heat Protecting LeaveIn Treatment for Weakened Hair,45.0,4.48,226,3
P434441,Densifique Thickening Conditioner for Thinning Hair,46.0,4.12,120,3
P472042,Curl Manifesto Hydrating LeaveIn Cream for Curly Hair,45.0,4.27,227,3
P474336,Specifique Divalent Balancing Shampoo for Oily Scalp  Hair,40.0,3.94,105,3
P457412,Fresh Affair Fine Fragrance  OilAbsorbing Dry Shampoo,38.0,4.16,229,3
P454994,Genesis Strengthening Shampoo for Normal to Oily Hair,40.0,4.16,239,3
P448445,Discipline OleoRelax AntiFrizz Hair Oil Serum,45.0,4.16,43,3
P434415,Discipline Smoothing Conditioner for Frizzy Hair,46.0,4.03,115,3
P472045,Curl Manifesto Curl Refreshing  Restyling Spray,45.0,4.22,218,3
P434434,Resistance Strengthening Hair Mask for Extremely Damaged Hair,68.0,3.92,37,3
P480317,Chroma Absolu AntiFrizz LeaveIn Treatment for ColorTreated Hair,45.0,4.41,126,3
P480318,Chroma Absolu Shampoo for Fine to Medium ColorTreated Hair,40.0,4.37,223,3
P434437,Resistance Strengthening Conditioner for Damaged Lengths  Split Ends,46.0,3.62,40,3
P466880,Chronologiste Shampoo for Dull and Brittle Hair,45.0,4.51,113,3
P468830,Mini Blond Absolu Strengthening Hair Oil for Very Damaged Blonde Hair,26.0,4.52,140,3
P480314,Chroma Absolu Strengthening Conditioner for ColorTreated Hair,46.0,4.42,187,3
P434398,Nutritive Shampoo for Dry Hair,38.0,4.0,165,3
P454996,Genesis Strengthening Conditioner,46.0,4.25,307,3
P457413,Mini Fresh Affair Fine Fragrance  OilAbsorbing Dry Shampoo,24.0,4.16,229,3
P466881,Chronologiste Hair Mask for Dull and Brittle Hair,75.0,4.51,252,3
P434456,Lincroyable BlowDry Reshapable Hair Lotion,45.0,4.36,59,3
P434399,Nutritive Conditioner for Normal to Dry Hair,42.0,3.89,153,3
P472039,Curl Manifesto SulfateFree Shampoo for Curly Hair,40.0,4.45,250,3
P472044,Curl Manifesto Curl Defining GelCream,45.0,4.16,161,3
P454997,Genesis Strengthening Hair Mask,68.0,4.48,244,3
P477478,Potentialiste Hydrating  Soothing Scalp Serum,58.0,4.52,95,3
P434401,Nutritive Mask for Dry Thick Hair,63.0,4.67,78,3
P434432,Resistance Strengthening Shampoo for Extremely Damaged Hair,40.0,4.49,43,3
P466884,Mini Blond Absolu Heat Protecting LeaveIn Treatment for Blonde Hair,22.0,3.38,8,3
P434438,Resistance Strengthening Mask for Lengths  Split Ends,68.0,4.58,12,3
P434416,Discipline Smoothing Hair Mask for Frizzy Hair,68.0,4.42,31,3
P434400,Nutritive Mask for Dry Fine Hair,63.0,4.16,38,3
P434404,Nutritive Shampoo for Severely Dry Hair,38.0,4.25,24,3
P472040,Curl Manifesto Lightweight Conditioner for Curly Hair,46.0,4.44,150,3
P448158,Resistance Heat Protecting LeaveIn Treatment for Split Ends,45.0,4.52,111,3
P434405,Nutritive Conditioner for Severely Dry Hair,42.0,3.77,30,3
P454995,Genesis Strengthening Shampoo for Normal to Dry Hair,40.0,4.14,185,3
P468827,Blond Absolu Moisturizing Cream Shampoo for Very Damaged Blonde Hair,40.0,4.55,165,3
P434397,Nutritive Shampoo for Normal to Dry Hair,38.0,3.42,67,3
P453691,Mini Resistance Heat Protecting LeaveIn Treatment for Split Ends,22.0,5.0,3,3
P472041,Curl Manifesto Nourishing Mask for Curly Hair,68.0,4.59,140,3
P480315,Chroma Absolu Strengthening Mask for ColorTreated Hair,68.0,4.42,133,3
P472043,Curl Manifesto Nourishing Scalp  Hair Oil,54.0,4.5,131,3
P434442,Densifique LeaveIn Thickening Mousse,45.0,3.94,16,3
P434409,Elixir Ultime Hydrating Hair Mask,68.0,4.13,23,3
P474337,Specifique Divalent Purifying Clay Shampoo for Oily Hair,54.0,4.36,76,3
P434408,Elixir Ultime Hydrating Shampoo,40.0,3.45,29,3
P466885,Mini Blond Absolu Hydrating Illuminating Shampoo,21.0,2.6,5,3
P434443,Densifique Thickening Mask for Thinning Hair,68.0,4.09,11,3
P448444,Discipline OleoRelax AntiFrizz Hair Mask,68.0,4.06,18,3
P448443,Discipline OleoRelax AntiFrizz Shampoo,40.0,3.93,14,3
P434407,Nutritive Hair Balm for Severely Dry Hair,45.0,4.35,20,3
P434452,VIP Strong Hold Texturizing Hair Spray,32.0,3.85,27,3
P504612,Symbiose Antidandruff Hydrating Shampoo,40.0,4.6,84,3
P434410,Elixir Ultime Hydrating Conditioner,46.0,3.79,24,3
P480313,Chroma Absolu Shampoo for Medium to Thick ColorTreated Hair,40.0,4.21,119,3
P449768,Relaxing Scrub: Soothing Scrub for Dry Scalp,56.0,4.18,71,3
P466883,Mini Blond Absolu Strengthening Conditioner,24.0,5.0,1,3
P466879,Chronologiste Detoxifying Charcoal PreShampoo,52.0,4.5,100,3
P447576,Mini Nutritive Conditioner for Normal to Dry Hair,24.0,3.0,1,3
P434451,Mousse Bouffante Volumizing Hair Mousse,32.0,3.25,12,3
P474338,Specifique Divalent Hydrating GelMask for Oily Hair,68.0,4.26,68,3
P434455,Laque Couture Medium Hold Hair Spray,32.0,4.1,10,3
P434444,Densifique Bodifying Shampoo for Men,38.0,4.14,7,3
P504621,Symbiose Antidandruff Hydrating Night Serum,59.0,5.0,5,3
P480316,Chroma Absolu AntiCopper Green Mask for ColorTreated Hair,52.0,3.89,128,3
P504603,Symbiose SiliconeFree Hydrating Conditioner for Scalp  Hair,46.0,4.49,37,3
P434392,Aura Botanica Conditioner,42.0,4.08,40,3
P504588,Chronologiste LHuile de Parfum Fragrance Hair Oil,74.0,5.0,2,3
P440662,Laque Extreme Hair Spray,32.0,3.71,7,3
P500317,Genesis Homme Thickening Shampoo for Men,40.0,4.64,92,3
P504616,Symbiose Deeply Hydrating Hair Mask for Damaged Hair,68.0,4.71,38,3
P504599,Symbiose Exfoliating Antidandruff Scalp Scrub,47.0,5.0,6,3
P500315,Genesis Homme Hair Thickening Spray for Men,45.0,4.54,182,3
P500305,Genesis Homme Strengthening Shampoo for Men,40.0,4.67,95,3
P500300,Genesis Homme LightHold Styling Wax Pomade,45.0,4.56,182,3
P462868,Discipline Cleansing Conditioner,48.0,4.5,2,3
P479496,Potentialiste Hydrating  Soothing Scalp Serum,58.0,4.29,123,3
P421996,Ultra Facial Moisturizing Cream with Squalane,78.0,4.45,2515,7
P422510,Mini Ultra Facial Moisturizing Cream with Squalane,24.0,4.45,2515,7
P422000,Creamy Eye Treatment with Avocado,36.0,4.0,1668,7
P435805,Mini Creamy Eye Treatment with Avocado,36.0,4.0,1668,6
P421998,Midnight Recovery Concentrate Moisturizing Face Oil,56.0,4.22,1173,7
P445951,Midnight Recovery Concentrate Moisturizing Face Oil,30.0,4.22,1173,7
P454838,PowerfulStrength Dark Circle Reducing Vitamin C Eye Serum,55.0,3.86,1041,7
P422022,Clearly Corrective Dark Spot Correcting Serum,65.0,3.85,913,7
P455611,Clearly Corrective Dark Spot Solution Duo,125.0,3.85,913,7
P422007,Ultra Facial Cleanser,30.0,4.37,862,7
P501029,Retinol FastRelease Wrinkle Reducing Night Serum,85.0,4.52,614,7
P422505,Olive Fruit Oil Deeply Repairative Hair Pak,32.0,4.63,376,3
P474840,MicroDose AntiAging Retinol Serum with Ceramides and Peptide,65.0,4.49,598,7
P457864,Vital SkinStrengthening Hyaluronic Acid Super Serum,60.0,4.22,597,7
P480177,Super MultiCorrective AntiAging Eye Cream,60.0,4.57,581,7
P422002,Rare Earth Deep Pore Minimizing Cleansing Clay Mask,45.0,4.54,524,7
P474060,Mini Rare Earth Deep Pore Minimizing Cleansing Clay Mask,25.0,4.54,524,7
P472472,Ferulic Brew Facial Treatment Essence with Lactic Acid,60.0,4.56,514,7
P421999,Crème de Corps Hydrating Body Lotion with Squalane,34.0,4.18,207,1
P422269,Creme de Corps Soy Milk  Honey Whipped Body Butter,45.0,4.5,169,1
P422640,Ultimate Strength Hand Salve,32.0,4.64,365,1
P479329,Ultra Facial Overnight Hydrating Face Mask with 105 Squalane,45.0,4.55,434,7
P427529,PowerfulStrength Vitamin C Serum,78.0,3.67,389,7
P446422,Avocado Nourishing Hydration Mask,48.0,3.9,316,7
P503913,Ultra Facial Advanced Repair Barrier Cream,48.0,4.76,311,7
P422013,Calendula Deep Clean Foaming Face Wash,38.0,4.5,306,7
P470221,MilkPeel Gentle Exfoliating Toner,60.0,4.68,305,7
P431735,Mini Ultimate Strength Hand Salve,22.0,4.64,365,1
P483664,Midnight  Recovery OmegaRich Cloud Cream,60.0,4.52,300,7
P422257,Midnight Recovery Botanical Cleansing Oil,35.0,4.28,225,7
P440937,Cannabis Sativa Seed Oil Herbal Concentrate (HempDerived),55.0,4.14,222,7
P449541,Pure Vitality Skin Renewing Cream,75.0,4.33,206,7
P470040,Ultra Facial OilFree Gel Cream,38.0,4.49,201,7
P421997,Calendula Herbal Extract Alcohol Free Toner,47.0,4.22,194,7
P432239,Buttermask Intense Repair Lip Treatment,28.0,4.04,191,7
P422248,Rare Earth Deep Pore Daily Cleanser,28.0,4.29,188,7
P422011,Ultra Facial Toner,24.0,4.26,182,7
P437672,Mini Calendula Herbal Extract Alcohol Free Toner,29.0,3.58,26,6
P461948,Super MultiCorrective AntiAging Face and Neck Cream,76.0,4.28,170,7
P422012,Ultra Facial Cream Sunscreen SPF 30,38.0,3.83,157,7
P422003,Daily Reviving Concentrate,59.0,4.4,138,7
P422638,Facial Fuel Energizing Moisturizer for Men,45.0,4.24,34,5
P422275,Amino Acid Shampoo,26.0,3.77,53,3
P429522,Super Fluid Daily UV Defense Sunscreen Broad Spectrum SPF 50,68.0,3.6,124,7
P422004,Ultra Facial Moisturizer Sunscreen SPF 30,38.0,3.75,91,7
P422005,Ultra Facial Moisturizer,38.0,3.71,84,7
P435804,Mini Crème de Corps Hydrating Body Lotion with Squalane,16.0,3.24,37,6
P431733,Epidermal ReTexturizing MicroDermabrasion,46.0,4.62,81,7
P422492,Facial Fuel Energizing Face Wash,25.0,4.81,37,5
P422249,Amino Acid Conditioner,27.0,4.33,45,3
P422481,Ultimate Man Body Scrub Soap,20.0,4.77,44,5
P461947,Calendula PetalInfused Calming Mask with Aloe Vera,47.0,4.51,45,7
P436378,Dermatologist Solutions Centella Sensitive CicaCream,46.0,4.52,33,7
P422253,Rare Earth Pore Refining Tonic,25.0,3.58,33,7
P422503,Oil Eliminator Deep Cleansing Exfoliating Face Wash For Men,28.0,4.45,11,5
P422493,Facial Fuel Energizing Scrub,26.0,4.8,10,5
P467628,Mini Clearly Corrective Dark Spot Correcting Serum,35.0,3.05,22,7
P422500,Nourishing Olive Fruit Oil Conditioner,27.0,4.29,24,3
P422842,Age Defender Eye Repair,40.0,3.64,11,5
P422494,Facial Fuel Energizing Tonic For Men,25.0,5.0,6,5
P422260,Super MultiCorrective Cream Sunscreen Broad Spectrum SPF 30,95.0,3.6,15,7
P422496,Grooming Solutions Nourishing Beard Grooming Oil,36.0,4.31,13,5
P432820,Body Fuel AllInOne Energizing Wash,25.0,4.8,5,5
P482021,Ultra Facial Hydrating Concentrated Cleansing Bar,20.0,4.33,6,7
P422484,Age Defender Power Serum,60.0,4.0,4,5
P480176,Mini Calendula Deep Clean Foaming Face Wash,18.0,5.0,3,7
P422498,Grooming Solutions Texturizing Clay,20.0,3.5,8,3
P504464,Mask and Moisturize Duo Skincare Gift Set,30.0,5.0,1,7
P477811,Rare Earth Pore Minimizing Lotion,33.0,4.29,123,7
P505339,Ultra Pure HighPotency 50 Niacinamide Serum,35.0,4.29,123,7
P505376,Ultra Pure HighPotency 98 Glycolic Acid Serum,35.0,4.29,123,7
P505614,Ultra Facial Cream Refill Bundle,78.0,4.29,123,7
P504635,Ultra Pure Hyaluronic Acid 15 Serum,35.0,4.29,123,7
P505499,Deep Pore Cleansing Kit,63.0,4.29,123,7
P505615,Ultra Facial Cleanser Home  Away Bundle,26.0,4.29,123,7
P429621,"Love, Dont Be Shy",275.0,3.67,1256,2
P460005,"Love, Dont Be Shy Travel Spray",50.0,3.67,1256,2
P433937,Princess Eau de Parfum,125.0,4.29,808,2
P465332,Angels Share Eau De Parfum,230.0,4.43,532,2
P433938,Princess Eau de Parfum Travel Spray,30.0,4.29,808,2
P480179,Angels Share Eau De Parfum Travel Spray,50.0,4.32,136,2
P429631,Good Girl Gone Bad by KILIAN,275.0,4.21,346,2
P429620,"Love, Dont be Shy Mini Spray Set",215.0,3.89,35,2
P452620,Rolling in Love,275.0,4.49,152,2
P429627,Black Phantom  Memento Mori,275.0,4.28,145,2
P475958,Apple Brandy Eau de Parfum,230.0,4.42,265,2
P481717,Good Girl Gone Bad by KILIAN Travel Spray,50.0,3.33,21,2
P480178,Apple Brandy Eau de Parfum Travel Spray,50.0,4.4,25,2
P429630,Good Girl Gone Bad by KILIAN Mini Spray Set,215.0,4.64,14,2
P429619,Intoxicated,275.0,3.92,13,2
P465333,Roses On Ice Eau De Parfum,230.0,4.34,236,2
P429629,"Straight To Heaven, White Cristal",275.0,4.05,19,2
P504776,Cant Stop Loving You,275.0,4.1,10,2
P429623,Moonlight in Heaven,275.0,3.21,19,2
P481103,"Love, Dont Be ShyEXTREME",340.0,3.73,11,2
